Symbol,Name,Industry,Cur_Month,Accum,%MoM,%YoY,%YoY_Accum,profitMargins,bookValue,priceToBook,trailingEps,forwardEps,trailingPE,forwardPE
3064,泰偉,文化創意業                   ,21011,21011,232.399936718874,201.578871824315,201.578871824315,-0.72918,2.285,16.411379,-1.1,,,
3066,李洲,光電業                     ,20369,20369,37.0357911733046,19.937584643467,19.937584643467,0.40445,12.959,2.0024695,1.05,,24.714287,
3067,全域,其他電子業                   ,16248,16248,21.453132007774,4.85963213939981,4.85963213939981,0.12203,13.19,2.7179682,0.94,,38.138298,
3071,協禧,電腦及週邊設備業                ,195930,195930,10.7412138408148,3.63431521376925,3.63431521376925,0.060110003,13.664,2.7334602,1.33,,28.082705,
3073,天方能源,綠能環保                    ,2675,2675,20.5497972059486,-5.80985915492958,-5.80985915492958,0.07153,13.245,2.5594566,0.18,,188.33333,
3078,僑威,電子零組件業                  ,800040,800040,11.2794128078982,56.5780022820103,56.5780022820103,0.14629,28.718,2.911066,6.48,,12.901235,
3081,聯亞,通信網路業                   ,113159,113159,2.43136331954414,10.7545193841697,10.7545193841697,-0.20028,42.038,3.7228224,-2.3,4.93,,31.744423
3083,網龍,文化創意業                   ,18357,18357,-30.4290153869476,-55.9372074602146,-55.9372074602146,-0.00382,13.591,3.2484734,0.01,,4415.0005,
3085,新零售,數位雲端                    ,3091,3091,-7.62104004781829,-51.0142630744849,-51.0142630744849,-0.38172,4.763,2.403947,-2.26,,,
3086,華義,文化創意業                   ,17276,17276,-3.86734182850148,76.4297385620915,76.4297385620915,0.16059,13.633,8.435414,0.84,,136.90477,
3088,艾訊,電腦及週邊設備業                ,457705,457705,-16.6366146493567,11.8525234357435,11.8525234357435,0.10859,41.399,2.176381,7.1,,12.690141,
3093,港建*,其他電子業                   ,117099,117099,-39.0544247073703,-21.697526530121,-21.697526530121,0.17788,7.556,4.049762,2.31,,13.246754,
3095,及成,通信網路業                   ,45851,45851,4.22339917714182,80.5655101799709,80.5655101799709,-0.10995,2.98,9.463087,-4.54,,,
3105,穩懋,半導體業                    ,1514003,1514003,-9.19073147500591,73.5241024959227,73.5241024959227,-0.00505,83.552,1.8551321,-1.36,5.46,,28.388279
3114,好德,電子零組件業                  ,257384,257384,10.9112611661488,28.6862091205896,28.6862091205896,0.045939997,23.701,1.2446733,2.04,,14.460785,
3115,富榮綱,電子零組件業                  ,57,57,1.78571428571429,-9.52380952380952,-9.52380952380952,,4.989,2.1447184,-0.6,,,
3118,進階,生技醫療業                   ,59484,59484,-12.4952190414546,69.7893474910087,69.7893474910087,0.09810001,15.981,1.8866154,1.9,,15.868421,
3122,笙泉,半導體業                    ,30139,30139,-16.9266813671444,68.7608488717173,68.7608488717173,-0.11116,11.437,3.9214826,-1.04,,,
3128,昇銳,光電業                     ,100841,100841,25.3383879187123,-7.06669492853127,-7.06669492853127,0.0557,14.569,2.2994027,1.4,,23.928572,
3131,弘塑,其他電子業                   ,320499,320499,23.3642161825103,29.3393382486471,29.3393382486471,0.16402,122.335,8.166101,21,,47.57143,
3141,晶宏,半導體業                    ,113611,113611,-10.8884409340121,-40.6523431174353,-40.6523431174353,0.05661,32.534,2.7355998,1.12,,79.46429,
3147,大綜,資訊服務業                   ,428484,428484,20.0268915095661,86.4027493800844,86.4027493800844,0.06491,28.307,5.122408,5.75,,25.217392,
3152,璟德,通信網路業                   ,147864,147864,7.47258018795927,46.7865864554172,46.7865864554172,0.16756001,50.785,4.292606,4.05,8.52,53.827156,25.586853
3162,精確,電機機械                    ,272955,272955,-35.6074188708445,32.477346521775,32.477346521775,0.02266,20.061,2.1310003,0.63,3.06,67.85714,13.970589
3163,波若威,通信網路業                   ,237554,237554,-11.4651699295982,22.9594662442999,22.9594662442999,0.16917999,33.079,3.1742194,6.19,,16.962843,
3169,亞信,半導體業                    ,81493,81493,-4.63412636185974,33.3567886890638,33.3567886890638,0.26736,26.82,5.126771,3.64,,37.774723,
3171,新洲,居家生活                    ,129189,129189,8.3600342218718,19.9092250717011,19.9092250717011,0.08642,14.725,1.6162987,1.68,,14.166667,
3176,基亞,生技醫療業                   ,78333,78333,-9.32526131799187,31.3496654761306,31.3496654761306,-0.6001,13.377,3.0537488,-4.22,,,
3178,公準,半導體業                    ,101889,101889,-18.3954443883803,19.2814245074281,19.2814245074281,0.13685,27.581,4.3508215,4.59,,26.14379,
3188,鑫龍騰,建材營造                    ,261458,261458,-53.0284874539866,154.091876500258,154.091876500258,0.10334,12.471,1.5435811,0.89,,21.629213,
3191,雲科,電子零組件業                  ,18739,18739,-3.95181957970272,47.4815048008815,47.4815048008815,-0.09887,3.285,7.153729,-0.25,,,
3202,樺晟,電子零組件業                  ,480306,480306,21.0137515054094,43.3779213296994,43.3779213296994,-0.01929,9.383,1.4973888,-0.72,,,
3205,佰研,生技醫療業                   ,49410,49410,37.0254305443856,42.8034682080925,42.8034682080925,-0.11145,13.064,3.4484076,-1.67,,,
3206,志豐,電子零組件業                  ,341598,341598,44.7001563075828,13.309649620364,13.309649620364,0.07317,22.078,2.4413445,4.68,,11.517095,
3207,耀勝,電子零組件業                  ,107549,107549,93.8693105002253,-3.37885185517923,-3.37885185517923,0.14189,23.439,4.159734,3.12,,31.250002,
3211,順達,電腦及週邊設備業                ,1190018,1190018,-20.077288793998,-1.16096731218376,-1.16096731218376,0.03908,55.889,1.4940329,4.71,,17.728237,
3213,茂訊,電腦及週邊設備業                ,262391,262391,53.4908071998081,45.7492959467641,45.7492959467641,0.13492,40.992,2.2589772,6.79,,13.637702,
3217,優群,電子零組件業                  ,246958,246958,0.502598454357142,33.0901016938191,33.0901016938191,0.22438999,46.998,3.9256988,7.08,11.48,26.059322,16.071428
3218,大學光,生技醫療業                   ,358882,358882,6.47516592149102,7.82061643197707,7.82061643197707,0.25589,35.211,8.463264,12.03,13.75,24.771406,21.672728
3219,倚強科,其他電子業                   ,42392,42392,-44.7056061357055,-32.0008982708287,-32.0008982708287,0.05271,18.745,2.18725,0.94,,43.61702,
3221,台嘉碩,通信網路業                   ,189149,189149,15.4868607434182,12.9773864844525,12.9773864844525,-0.01914,19.99,1.4482242,-0.42,0.7,,41.357143
3224,三顧,電子通路業                   ,125068,125068,69.2738715571496,-8.65748382290647,-8.65748382290647,-0.029289998,19.224,2.057324,-0.64,,,
3226,至寶電,電機機械                    ,205487,205487,3.91934741601218,80.2849647742128,80.2849647742128,0.094919994,21.574,2.859924,2.7,,22.851852,
3227,原相,半導體業                    ,616541,616541,3.31369414477366,100.197749102174,100.197749102174,0.13678001,67.785,2.5079293,3.14,7.87,54.140125,21.601017
3228,金麗科,半導體業                    ,47631,47631,115.964633869871,147.845769591008,147.845769591008,-0.30975,9.544,53.541492,-1.25,,,
3230,錦明,光電業                     ,44864,44864,-14.2605970263349,23.7456902496207,23.7456902496207,-0.24653,9.221,1.3339118,-2.81,,,
3232,昱捷,電子通路業                   ,153816,153816,10.9455355919245,52.9928982076429,52.9928982076429,0.00079,15.018,2.3305368,-0.08,,,
3234,光環,通信網路業                   ,53394,53394,-7.96518141859864,14.2093217257385,14.2093217257385,-0.37527,9.482,4.007593,-3.15,0.12,,316.6667
3236,千如,電子零組件業                  ,192072,192072,54.2375331245483,-8.99606271232215,-8.99606271232215,0.047399998,14.594,1.5554338,1.02,,22.254904,
3252,海灣,觀光餐旅                    ,43992,43992,-9.20686025633088,-9.19749009247028,-9.19749009247028,-0.026349999,39.419,0.5238591,-0.28,,,
3259,鑫創,半導體業                    ,16422,16422,-32.0281456953642,-57.3775597601806,-57.3775597601806,-0.68539,7.097,4.0862336,-4.43,,,
3260,威剛,半導體業                    ,3565297,3565297,13.3520807037735,63.7509484362972,63.7509484362972,0.029360002,47.948,2.0313673,3.29,7.27,29.604864,13.397524
3264,欣銓,半導體業                    ,1073417,1073417,0.640360326911916,-6.74672502360833,-6.74672502360833,0.21086,36.026,2.1262422,5.97,5.78,12.830821,13.252594
3265,台星科,半導體業                    ,346467,346467,-6.53305780664933,25.0973071729287,25.0973071729287,0.22743,43.849,2.9989283,6.2,,21.209679,
3268,海德威,半導體業                    ,74034,74034,6.98400312134218,42.0044116236693,42.0044116236693,-0.00442,15.512,2.1402786,-0.13,,,
3272,東碩,電腦及週邊設備業                ,185853,185853,-42.9184377994545,-53.960201050835,-53.960201050835,0.02191,27.731,1.2242616,2.33,,14.570816,
3276,宇環,電子零組件業                  ,131633,131633,-3.02920917897528,118.159368888594,118.159368888594,0.04086,11.359,2.0204244,0.61,,37.62295,
3284,太普高,其他                      ,62785,62785,-33.0429033049302,63.1796444536854,63.1796444536854,0.08493,11.371,1.8907747,0.78,,27.564104,
3285,微端,其他電子業                   ,64715,64715,4.86615245009074,52.6657230478887,52.6657230478887,0.0072399997,13.703,2.0214553,0.15,,184.66667,
3287,廣寰科,電腦及週邊設備業                ,80498,80498,-1.16032071510136,111.070323561802,111.070323561802,0.043509997,12.138,3.283078,0.52,,76.63461,
3288,點晶,電子零組件業                  ,4717,4717,-23.0003264773098,88.3785942492013,88.3785942492013,0.00005,6.844,4.8217416,,,Infinity,
3289,宜特,其他電子業                   ,372284,372284,14.7399209145069,11.1667184252646,11.1667184252646,0.112720005,45.963,2.90451,6.29,,21.224165,
3290,東浦,電子零組件業                  ,146583,146583,-13.4978991596639,52.8976739334516,52.8976739334516,0.089420006,15.312,1.6229101,1.69,,14.704142,
3293,鈊象,文化創意業                   ,1310995,1310995,-1.0287463140428,14.0798178892804,14.0798178892804,0.45643002,75.093,12.224841,43.92,102.6,20.90164,8.947369
3294,英濟,電子零組件業                  ,423101,423101,13.9690552254325,91.9121315758439,91.9121315758439,-0.04285,16.611,3.2809584,-1.44,,,
3297,杭特,光電業                     ,14654,14654,1.19466887645881,69.4495837187789,69.4495837187789,-0.08917,15.686,1.4981512,-0.39,,,
3303,岱稜,其他電子業                   ,235328,235328,14.9236456690222,46.9046325948399,46.9046325948399,0.06656,19.325,1.702458,1.7,,19.352942,
3306,鼎天,通信網路業                   ,65901,65901,-53.8136454427585,7.9830900063904,7.9830900063904,0.04553,57.122,0.8595637,1.05,,46.761906,
3310,佳穎,電子零組件業                  ,136074,136074,-5.02003266650845,13.4413218730982,13.4413218730982,0.09691,26.48,3.9274926,2.5,,41.6,
3313,斐成,其他                      ,11016,11016,346.172539489672,110060,110060,-2.01101,9.816,2.6232681,0.01,,2575,
3317,尼克森,半導體業                    ,219959,219959,25.5459412563783,10.7726320454454,10.7726320454454,0.083809994,39.796,1.4247663,2.85,,19.894737,
3322,建舜電,電子零組件業                  ,290871,290871,55.5335133545437,90.1005823186872,90.1005823186872,0.03562,13.058,1.9451678,0.8,,31.75,
3323,加百裕,電腦及週邊設備業                ,433639,433639,-27.0202678936571,-2.88605814667007,-2.88605814667007,-0.0199,29.923,0.91568357,-2.06,,,
3324,雙鴻,其他電子業                   ,1277332,1277332,26.1542533648851,38.2895313777181,38.2895313777181,0.09474,69.981,8.159357,13.84,19.99,41.257225,28.564283
3325,旭品,電腦及週邊設備業                ,119038,119038,-17.4877137529719,34.219576272142,34.219576272142,-0.0068699997,11.352,3.5896757,-0.1,,,
3332,幸康,電子零組件業                  ,148614,148614,97.7828054298643,5.75476598803077,5.75476598803077,0.11337,35.086,1.2711623,3.61,,12.35457,
3339,泰谷,光電業                     ,45844,45844,16.9609143790183,20.1740589283842,20.1740589283842,0.03846,12.289,2.0790951,0.32,,79.84375,
3349,寶德,電腦及週邊設備業                ,31013,31013,-1.76122145142387,-10.6305112097285,-10.6305112097285,-0.26379,9.158,2.7789912,-2.49,,,
3354,律勝,電子零組件業                  ,10603,10603,25.0796272266132,33.5558634588739,33.5558634588739,-0.67449,13.421,2.168244,-1.08,,,
3357,臺慶科,電子零組件業                  ,444877,444877,32.6763293668546,15.9874959588691,15.9874959588691,0.13325,65.255,1.9002376,5.73,7.37,21.640488,16.824966
3360,尚立,電子通路業                   ,452534,452534,12.3428869332076,-33.9849248943473,-33.9849248943473,-0.01591,12.038,1.6323309,-1.68,,,
3362,先進光,光電業                     ,385403,385403,24.2654242370504,70.6455612131946,70.6455612131946,0.08604,21.194,13.211286,2.11,,132.70143,
3363,上詮,通信網路業                   ,88668,88668,-24.727494991341,-21.9739702038913,-21.9739702038913,0.0094800005,20.248,6.222837,0.44,,286.36365,
3372,典範,半導體業                    ,80413,80413,-3.8421065218951,61.9531942318537,61.9531942318537,-0.17694001,11.035,2.2111464,-1.12,,,
3373,熱映,其他電子業                   ,32430,32430,-13.3212166568664,-42.1646781873629,-42.1646781873629,-0.07659,21.965,1.195083,-0.77,,,
3374,精材,半導體業                    ,551425,551425,2.4823999940528,22.8706396158517,22.8706396158517,0.21541001,29.312,4.486217,5.06,6.78,25.988142,19.395279
3379,彬台,電機機械                    ,21586,21586,-82.5601499507166,-27.1973018549747,-27.1973018549747,-0.06848,13.811,1.100572,-1.01,,,
3388,崇越電,電子零組件業                  ,704088,704088,28.7011581656528,44.8740740740741,44.8740740740741,0.03257,60.393,1.22034,2.88,,25.590275,
3390,旭軟,電子零組件業                  ,67244,67244,28.7163584855097,22.7057900403277,22.7057900403277,0.06476,17.029,2.2256153,0.69,,54.92754,
3402,漢科,其他電子業                   ,457172,457172,0.925872779693495,75.9822621187683,75.9822621187683,0.08705,22.377,4.2677746,5.36,,17.817163,
3426,台興,電機機械                    ,55448,55448,-6.15077350123557,8.01628582003779,8.01628582003779,0.09385,25.766,1.5427307,2.26,,17.588495,
3430,奇鈦科,化學工業                    ,104326,104326,-3.71300150439783,6.67934638116858,6.67934638116858,0.11622,30.051,1.6322252,4.33,,11.327945,
3434,哲固,光電業                     ,60113,60113,12.7252611247586,108.147506925208,108.147506925208,0.0273,11.319,2.8756957,0.67,,48.58209,
3438,類比科,半導體業                    ,72869,72869,7.83744986903053,34.313309863049,34.313309863049,-0.0368,40.428,2.1173444,-0.68,,,
3441,聯一光,光電業                     ,31182,31182,25.7896647706644,54.3586951141033,54.3586951141033,0.17457001,18.352,2.0297515,1.46,,25.513699,
3444,利機,電子通路業                   ,72406,72406,-5.18679534353844,23.570270500896,23.570270500896,0.11838,24.67,4.3777866,2.62,,41.221375,
3455,由田,光電業                     ,114960,114960,-68.9855557294168,-19.8862686067904,-19.8862686067904,0.16745001,41.46,1.8740954,5.9,,13.169491,
3465,進泰電子,電子零組件業                  ,141310,141310,23.7748210954129,302.031352243307,302.031352243307,-0.015039999,24.608,2.9868336,-0.6,,,
3466,德晉,通信網路業                   ,83437,83437,10.6841064961596,-22.220668568339,-22.220668568339,-0.03193,16.368,1.6067936,-0.57,,,
3479,安勤,電腦及週邊設備業                ,521926,521926,-19.9360010799434,-20.756773827201,-20.756773827201,0.0767,42.422,2.7580028,9.17,10.81,12.758997,10.823311
3483,力致,電腦及週邊設備業                ,783437,783437,19.4808304394839,38.0250350155478,38.0250350155478,0.068730004,43.621,3.9315927,5.94,2.21,28.872053,77.60181
3484,崧騰,電子零組件業                  ,278321,278321,-6.30089854125917,6.50500149241166,6.50500149241166,0.03607,34.304,1.224347,2.04,,20.588236,
3489,森寶,建材營造                    ,58960,58960,-53.6437899503888,-32.8672602646141,-32.8672602646141,0.058509998,15.492,1.278079,0.53,,37.35849,
3490,單井,光電業                     ,14894,14894,-40.5049133178877,-46.1921965317919,-46.1921965317919,0.16332,22.804,1.2432029,1.2,,23.625,
3491,昇達科,通信網路業                   ,148090,148090,-0.0587135655331124,27.2403897375973,27.2403897375973,0.12971,31.786,5.1752343,3.35,7.13,49.10448,23.071527
3492,長盛,電子零組件業                  ,69688,69688,17.4602639518617,70.9631519552524,70.9631519552524,0.04018,16.38,1.3125764,0.83,,25.903614,
3498,陽程,其他電子業                   ,30112,30112,0.918292110731282,-65.1759590142132,-65.1759590142132,0.01521,40.618,0.78536606,0.46,,69.347824,
3499,環天科,通信網路業                   ,31059,31059,-49.9121095324872,119.949012109624,119.949012109624,-0.15736,9.852,2.1975234,-0.87,,,
3508,位速,其他電子業                   ,60144,60144,10.9975085355726,-9.79527559055118,-9.79527559055118,-0.20148,8.855,2.9136083,-1.93,,,
3511,矽瑪,電子零組件業                  ,138268,138268,19.8588753369915,-44.2950667767863,-44.2950667767863,-0.00735,18.859,1.3813034,-1.02,,,
3512,皇龍,建材營造                    ,6585,6585,-52.7923148612804,-62.4914559125085,-62.4914559125085,0.05489,20.428,1.6350108,1.41,,23.687944,
3516,亞帝歐,光電業                     ,140198,140198,18.2466853345029,167.359548419085,167.359548419085,0.04448,25.138,1.3405999,0.85,,39.64706,
3520,華盈,電子零組件業                  ,89072,89072,19.8331763756222,115.754287375254,115.754287375254,0.03234,11.403,1.7100763,0.45,,43.333336,
3521,鴻翊,電腦及週邊設備業                ,14396,14396,156.796289689618,-46.750508599963,-46.750508599963,-0.32698002,7.355,2.7056425,-2,,,
3522,御頂,觀光餐旅                    ,131007,131007,49.7085980710335,18.2192262919949,18.2192262919949,-0.120749995,7.495,2.801868,-1.94,,,
3523,迎輝,光電業                     ,32119,32119,301.286856571714,118.036793157287,118.036793157287,-0.85280997,9.531,1.9934949,-2.41,,,
3526,凡甲,電子零組件業                  ,231849,231849,4.34858925139635,80.1664516730647,80.1664516730647,0.25544,37.008,5.8771076,8.63,12.91,25.20278,16.847404
3527,聚積,半導體業                    ,158180,158180,-5.5940508376454,9.85942882542505,9.85942882542505,-0.0068800002,56.285,1.8388559,-0.28,18.88,,5.481992
3529,力旺,半導體業                    ,453365,453365,275.613090306545,14.9884596849874,14.9884596849874,0.48337,40.504,71.59786,20.29,37.11,142.92755,78.14605
3531,先益,光電業                     ,159914,159914,0.410649252794173,12.4223165827733,12.4223165827733,0.06724,31.022,1.07182,2.28,,14.583334,
3537,堡達,電子零組件業                  ,256335,256335,33.1354492902663,19.3477046279914,19.3477046279914,0.06229,21.625,1.8612716,3.28,,12.271341,
3540,曜越,電腦及週邊設備業                ,400146,400146,22.4350795384658,11.1507404104966,11.1507404104966,0.03263,25.555,1.8391703,1.81,,25.966852,
3541,西柏,其他電子業                   ,73839,73839,-4.12636171234922,-26.8087426277445,-26.8087426277445,0.01613,19.184,1.9052335,0.44,,83.068184,
3546,宇峻,文化創意業                   ,129766,129766,-2.97941697632167,-13.9653915003647,-13.9653915003647,0.18604,27.994,2.7541616,4.99,5.31,15.450902,14.5197735
3548,兆利,電子零組件業                  ,901032,901032,29.1389276260063,144.139108287158,144.139108287158,0.05415,84.68,3.0821917,6.26,10.32,41.69329,25.290699
3551,世禾,綠能環保                    ,192762,192762,-4.33932488362629,3.83366101968811,3.83366101968811,0.13722,61.68,1.8320363,5.45,,20.733946,
